Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akto,com.akto.action.traffic_metrics,TestTrafficMetricsAction,validate,Magic Number,The method contains a magic number: 1680998400,81
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Complex Method,Cyclomatic complexity of the method is 14,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Long Statement,"The length of the statement ""MongoCursor<BasicDBObject> endpointsCursor=TrafficMetricsDao.instance.getMCollection().aggregate(pipeline`BasicDBObject.class).cursor();"" is 136.",29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 60,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 60,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 24,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 30,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 3600,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 24,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 3600,29
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,Magic Number,The method contains a magic number: 24,29
