Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
akto,com.akto.listener,TestInitializerListener,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
akto,com.akto.listener,TestListener,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.pii.PIISource
akto,com.akto.utils.cloud,Utils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.serverless.aws,Lambda,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.stack.aws,AwsStack,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.stack.aws,AwsStack,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: instance
akto,com.akto.utils.cloud.stack.aws,AwsStack,Law of Demeter violation,The tool detected the smell in this method (checkIfStackExists) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.utils.cloud.stack.dto.StackState.getStatus; com.akto.utils.cloud.stack.aws.AwsStack.fetchStackStatus
akto,com.akto.utils.platform,DashboardStackDetails,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: AKTO_DASHBOARD_STACK_NAME; AKTO_DASHBOARD_ROLE; AKTO_DASHBOARD_AUTO_SCALING_GROUP; AKTO_LB_DASHBOARD
akto,com.akto.utils.platform,MirroringStackDetails,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CREATE_MIRROR_SESSION_LAMBDA; AKTO_CONTEXT_ANALYZER_AUTO_SCALING_GROUP; AKTO_AUTO_SCALING_GROUP; TRAFFIC_MIRROR_TARGET; LB_TRAFFIC_MIRROR_FILTER; LAMBDA_LOG_GROUP; LAMBDA_BASIC_EXECUTION_ROLE; GET_AKTO_SETUP_DETAILS_LAMBDA_BASIC_EXECUTION_ROLE; AKTO_NLB; AKTO_CONTEXT_ANALYZER_UPDATE_LAMBDA; AKTO_DASHBOARD_UPDATE_LAMBDA; AKTO_RUNTIME_UPDATE_LAMBDA; AKTO_CONTEXT_ANALYSER_AUTO_SCALING_GROUP; AKTO_TRAFFIC_MIRRORING_AUTO_SCALING_GROUP; GET_AKTO_SETUP_DETAILS_LAMBDA; LAMBDA_VPC_ACCESS_ROLE; LAMBDA_SECURITY_GROUP_VPC; SAVE_COLLECTION_NAMES_LAMBDA; GET_VPC_DETAILS_LAMBDA_ROLE; GET_VPC_DETAILS_LAMBDA; AKTO_CONTEXT_ANALYZER_SECURITY_GROUP; AKTO_CONTEXT_ANALYZER_INSTANCE_REFRESH_HANDLER_LAMBDA; REFRESH_HANDLER_LAMBDA_BASIC_EXECUTION_ROLE; AKTO_SECURITY_GROUP; AKTO_TRAFFIC_MIRRORING_TARGET_GROUP; AKTO_KAFKA_TARGET_GROUP; DASHBOARD_INSTANCE_REFRESH_HANDLER_LAMBDA; TRAFFIC_MIRRORING_INSTANCE_REFRESH_HANDLER_LAMBDA; INSTANCE_REFRESH_HANDLER_LAMBDA_ROLE
akto,com.akto.rules,FuzzingTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.OriginalHttpRequest; com.akto.dto.RawApi
akto,com.akto.rules,FuzzingTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: payloadLineLimit
akto,com.akto.rules,FuzzingTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
akto,com.akto.rules,FuzzingTest,Law of Demeter violation,The tool detected the smell in this method (runNucleiTest) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.copy; com.akto.dto.RawApi.getRequest
akto,com.akto.rules,FuzzingTest,Law of Demeter violation,The tool detected the smell in this method (runNucleiTest) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getResponse; com.akto.dto.OriginalHttpResponse.copy
akto,com.akto.rules,TestPlugin,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.OriginalHttpRequest; com.akto.log.LoggerMaker; com.akto.dto.OriginalHttpResponse
akto,com.akto.rules,TestPlugin,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
akto,com.akto.rules,TestPlugin.ContainsPrivateResourceResult,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.rules,TestPlugin.ExecutorResult,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.rules,TestPlugin.Result,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.rules,TestPlugin.TestRoleMatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.rules,TestTestPlugin,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.type.SingleTypeInfo; com.akto.dto.SampleRequestReplayResponse
akto,com.akto.rules,TestTestPlugin,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
akto,com.akto.store,SampleMessageStore,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.store,SampleMessageStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
akto,com.akto.store,TestSampleMessageStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.store,StandardHeaders,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: headers
akto,com.akto.testing,ApiExecutor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.testing,ApiExecutor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.testing,ApiExecutor,Law of Demeter violation,The tool detected the smell in this method (common) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.rate_limit.RateLimitHandler.getInstance; com.akto.dto.testing.rate_limit.RateLimitHandler.shouldWait
akto,com.akto.testing,ApiWorkflowExecutor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.OriginalHttpRequest; com.akto.log.LoggerMaker; com.akto.dto.api_workflow.Graph; com.akto.dto.testing.WorkflowTestResult; com.akto.dto.RecordedLoginFlowInput
akto,com.akto.testing,ApiWorkflowExecutor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processOtpNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getOtpRefUuid
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processOtpNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getOtpRegex
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (fetchOtpTestData) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getWaitInSeconds
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (fetchOtpTestData) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getOtpRefUuid
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getType
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getType
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processApiNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getMaxPollRetries
akto,com.akto.testing,ApiWorkflowExecutor,Law of Demeter violation,The tool detected the smell in this method (processApiNode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.api_workflow.Node.getWorkflowNodeDetails; com.akto.dto.testing.WorkflowNodeDetails.getPollRetryDuration
akto,com.akto.testing,HTTPClientHandler,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: instance
akto,com.akto.testing,Main,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.TestingRunResultSummary; com.akto.log.LoggerMaker; com.akto.testing.TestExecutor
akto,com.akto.testing,Main,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: scheduler
akto,com.akto.testing,Main,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
akto,com.akto.testing,Main,Law of Demeter violation,The tool detected the smell in this method (setupRateLimitWatcher) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.rate_limit.RateLimitHandler.getRateLimitsMap; com.akto.dto.testing.rate_limit.RateLimitHandler.getInstance
akto,com.akto.testing,Main,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.rate_limit.RateLimitHandler.getRateLimitsMap; com.akto.dto.testing.rate_limit.RateLimitHandler.getInstance
akto,com.akto.testing,NucleiExecutor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.util.Pair
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.util.Pair.getFirst; com.akto.dto.OriginalHttpRequest.setMethodAndQP
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.setStatusFromLine; com.akto.util.Pair.getSecond
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.addHeaderFromLine; com.akto.util.Pair.getFirst
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.util.Pair.getFirst; com.akto.dto.OriginalHttpRequest.appendToPayload
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.addHeaderFromLine; com.akto.util.Pair.getSecond
akto,com.akto.testing,NucleiExecutor,Law of Demeter violation,The tool detected the smell in this method (readResponses) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.util.Pair.getSecond; com.akto.dto.OriginalHttpResponse.appendToPayload
akto,com.akto.testing,NucleiExecutor.NucleiResult,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.testing,StatusCodeAnalyser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.AuthMechanism; com.akto.log.LoggerMaker
akto,com.akto.testing,StatusCodeAnalyser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAX_COUNT
akto,com.akto.testing,StatusCodeAnalyser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
akto,com.akto.testing,StatusCodeAnalyser.StatusCodeIdentifier,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
akto,com.akto.testing,TestExecutor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.AuthMechanism; com.akto.testing_issues.TestingIssuesHandler; com.akto.rules.FuzzingTest; com.akto.log.LoggerMaker; com.akto.testing.ApiWorkflowExecutor; com.akto.store.TestingUtil; com.akto.dto.testing.LoginWorkflowGraphEdge
akto,com.akto.testing,TestExecutor,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: acceptableSizeInBytes
akto,com.akto.testing,TestExecutor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 41
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runNucleiTests) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.TestingRunConfig.getTestSubCategoryList; com.akto.dto.testing.TestingRun.getTestingRunConfig
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runTestNew) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.ConfigParserResult.getNode; com.akto.dto.test_editor.TestConfig.getApiSelectionFilters
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runTestNew) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.ConfigParserResult.getNode; com.akto.dto.test_editor.TestConfig.getValidation
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runTestNew) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.ExecutorConfigParserResult.getNode; com.akto.dto.test_editor.TestConfig.getExecute
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runTestNew) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.Category.getName; com.akto.dto.test_editor.TestConfig.getInfo; com.akto.dto.test_editor.Info.getCategory
akto,com.akto.testing,TestExecutor,Law of Demeter violation,The tool detected the smell in this method (runTestNew) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.TestConfig.getInfo; com.akto.dto.test_editor.Info.getSubCategory
akto,com.akto.testing,ApiWorkflowExecutorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.testing.ApiWorkflowExecutor
akto,com.akto.testing,ApiWorkflowExecutorTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.testing,TestExecutorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.testing.TestingRunResult
akto,com.akto.testing.yaml_tests,SecurityTestTemplate,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
akto,com.akto.testing.yaml_tests,YamlTestTemplate,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker; com.akto.dto.RawApi; com.akto.test_editor.execution.Executor
akto,com.akto.testing.yaml_tests,YamlTestTemplate,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
akto,com.akto.testing.yaml_tests,YamlTestTemplate,Law of Demeter violation,The tool detected the smell in this method (validator) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.testing.yaml_tests,YamlTestTemplate,Law of Demeter violation,The tool detected the smell in this method (validator) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.testing.yaml_tests,YamlTestTemplate,Law of Demeter violation,The tool detected the smell in this method (validator) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getOriginalMessage; com.akto.testing.yaml_tests.SecurityTestTemplate.getRawApi
akto,com.akto.testing_issues,TestingIssuesHandler,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.testing_issues,TestingIssuesHandler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
akto,com.akto.testing_issues,TestingIssuesHandler,Law of Demeter violation,The tool detected the smell in this method (insertVulnerableTestsIntoIssuesCollection) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_run_findings.TestingIssuesId.equals; com.akto.dto.test_run_findings.TestingRunIssues.getId
akto,com.akto.test_editor.auth,AuthValidator,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
akto,com.akto.test_editor.auth,AuthValidator,Law of Demeter violation,The tool detected the smell in this method (validate) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.auth,AuthValidator,Law of Demeter violation,The tool detected the smell in this method (checkAuth) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.execution,Executor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.log.LoggerMaker
akto,com.akto.test_editor.execution,Executor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.getUrl; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.test_editor.execution.Operations.deleteHeader; com.akto.dto.test_editor.ExecutorSingleOperationResp.getErrMsg
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.test_editor.execution.Operations.deleteHeader; com.akto.dto.test_editor.ExecutorSingleOperationResp.getErrMsg
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.test_editor.execution.Operations.deleteBodyParam; com.akto.dto.test_editor.ExecutorSingleOperationResp.getErrMsg
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.AuthParam.getKey; com.akto.dto.testing.AuthMechanism.getAuthParams
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.execution,Executor,Law of Demeter violation,The tool detected the smell in this method (runOperation) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.testing.AuthMechanism.getAuthParams; com.akto.dto.testing.AuthParam.getValue
akto,com.akto.test_editor.execution,Operations,Law of Demeter violation,The tool detected the smell in this method (replaceBody) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.setBody
akto,com.akto.test_editor.execution,VariableResolver,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.util.modifier.NoneAlgoJWTModifier; com.akto.util.modifier.InvalidSignatureJWTModifier; com.akto.util.modifier.AddJkuJWTModifier
akto,com.akto.test_editor.filter,endPointValid,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.test_editor.FilterActionRequest; com.akto.test_editor.filter.FilterAction
akto,com.akto.test_editor.filter,FilterAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.akto.dto.test_editor.DataOperandFilterRequest
akto,com.akto.test_editor.filter,FilterAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnResponseCode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getStatusCode; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractResponseCode) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getStatusCode; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnRequestPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.getBody; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractReqPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.getBody; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractRespPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnRequestHeaders) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnResponseHeaders) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getResponse; com.akto.dto.OriginalHttpResponse.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractRequestHeaders) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractResponseHeaders) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getResponse; com.akto.dto.OriginalHttpResponse.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (applyFilterOnQueryParams) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getQueryParams
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (extractQueryParams) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getQueryParams
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (resolveRequestPayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.getBody; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (resolveResponsePayload) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpResponse.getBody; com.akto.dto.RawApi.getResponse
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (resolveRequestHeader) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (resolveResponseHeader) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getResponse; com.akto.dto.OriginalHttpResponse.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (evaluatePrivateVariables) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.FilterActionRequest.getRawApi; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (evaluateParamContext) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.type.SingleTypeInfo.getValues; com.akto.types.CappedSet.getElements
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (endpointInTraffic) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.test_editor.FilterActionRequest.getTestRunRawApi; com.akto.dto.OriginalHttpRequest.getUrl; com.akto.dto.RawApi.getRequest
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (getPrivateResourceCount) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.type.SingleTypeInfo.getValues; com.akto.types.CappedSet.getElements
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (getPrivateResourceCount) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.type.SingleTypeInfo.getValues; com.akto.types.CappedSet.getElements
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (getPrivateResourceCount) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.type.SingleTypeInfo.getValues; com.akto.types.CappedSet.getElements
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (getPrivateResourceCount) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.type.SingleTypeInfo.getValues; com.akto.types.CappedSet.getElements
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (paramExists) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getHeaders
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (paramExists) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.RawApi.getRequest; com.akto.dto.OriginalHttpRequest.getQueryParams
akto,com.akto.test_editor.filter,FilterAction,Law of Demeter violation,The tool detected the smell in this method (paramExists) because the method voilates the law of Demeter. The long chain of method invocations is : com.akto.dto.OriginalHttpRequest.getUrl; com.akto.dto.RawApi.getRequest
